Frequency,Robustness,Label
0.6086956521739131,0.13043478260869565,0
0.45454545454545453,0.2803030303030303,0
0.7875,0.1,0
0.8095238095238095,0.023809523809523808,0
0.8267716535433071,0.07874015748031496,0
0.7580645161290323,0.06451612903225806,0
0.7777777777777778,0.04861111111111111,0
0.46706586826347307,0.2694610778443114,0
0.5476190476190477,0.2619047619047619,0
0.9256198347107438,0.08264462809917356,0
0.6954022988505747,0.028735632183908046,0
0.7958333333333333,0.020833333333333332,0
0.3107638888888889,0.2951388888888889,0
0.3387096774193548,0.3225806451612903,0
0.4116331096196868,0.31767337807606266,0
0.3742857142857143,0.3485714285714286,0
0.009900990099009901,0.009900990099009901,1
0.504950495049505,0.22772277227722773,0
0.7757009345794392,0.0,0
0.7733333333333333,0.10666666666666667,0
0.3157894736842105,0.3157894736842105,0
0.9304347826086956,0.06956521739130435,0
0.9176470588235294,0.0,0
0.6842105263157895,0.0,0
0.774468085106383,0.11063829787234042,0
0.34328358208955223,0.32338308457711445,0
0.48936170212765956,0.26595744680851063,0
0.819672131147541,0.00546448087431694,0
0.22058823529411764,0.22058823529411764,0
0.2920353982300885,0.2743362831858407,0
0.39361702127659576,0.3617021276595745,0
0.36,0.25333333333333335,0
0.5953488372093023,0.14418604651162792,0
0.0375,0.0375,1
0.0449438202247191,0.0449438202247191,1
0.008547008547008548,0.008547008547008548,1
0.12658227848101267,0.12658227848101267,1
0.06976744186046512,0.06976744186046512,1
0.006535947712418301,0.006535947712418301,1
0.24623115577889448,0.24623115577889448,1
0.21782178217821782,0.21782178217821782,1
0.004608294930875576,0.004608294930875576,1
0.22614840989399293,0.22614840989399293,1
0.04081632653061224,0.04081632653061224,1
